13.4,2.69,0.66,646.3,Avocado
13.2,2.69,0.66,646.3,Avocado
13.3,2.7,0.64,619.92,Avocado
12.9,2.6,0.66,641.42,Avocado
13.32,2.68,0.66,641.42,Avocado
12.85,2.61,0.64,621.87,Avocado
12.19,2.68,0.66,641.42,Avocado
13.24,2.86,0.66,646.3,Avocado
12.94,2.56,0.64,621.87,Avocado
12.29,2.62,0.64,621.87,Avocado
12.53,2.67,0.68,665.85,Avocado
12.69,2.69,0.63,615.03,Avocado
13.18,2.85,0.64,621.87,Avocado
12.91,2.71,0.66,641.42,Avocado
12.57,2.5,0.66,641.42,Avocado
12.41,2.58,0.66,641.42,Avocado
13.21,2.61,0.64,619.92,Avocado
13.41,2.68,0.64,621.87,Avocado
12.32,2.51,0.68,665.85,Avocado
12.8,2.65,0.68,665.85,Avocado
13.94,2.7,0.64,621.87,Avocado
13.79,2.5,0.64,621.87,Avocado
13.08,2.63,0.64,621.87,Avocado
12.81,2.7,0.68,665.85,Avocado
12.67,2.67,0.63,615.03,Avocado
12.25,2.6,0.66,646.3,Avocado
14.03,2.61,0.64,621.87,Avocado
13.0,2.7,0.66,646.3,Avocado
12.31,2.85,0.68,665.85,Avocado
12.21,2.53,0.68,665.85,Avocado
12.21,2.86,0.64,621.87,Avocado
13.47,2.67,0.66,641.42,Avocado
12.9,2.87,0.66,641.42,Avocado
13.21,2.53,0.66,646.3,Avocado
12.32,2.85,0.66,646.3,Avocado
12.28,2.69,0.66,641.42,Avocado
12.46,2.71,0.66,646.3,Avocado
12.26,2.65,0.66,646.3,Avocado
13.47,2.62,0.68,665.85,Avocado
12.16,2.63,0.63,615.03,Avocado
12.28,2.56,0.66,639.46,Avocado
12.32,2.63,0.61,595.49,Avocado
12.84,2.85,0.68,665.85,Avocado
13.37,2.68,0.64,621.87,Avocado
13.33,2.71,0.64,621.87,Avocado
12.93,2.85,0.64,621.87,Avocado
12.58,2.87,0.66,646.3,Avocado
13.54,2.68,0.64,621.87,Avocado
12.48,2.86,0.66,639.46,Avocado
12.94,2.87,0.66,639.46,Avocado
16.61,2.85,0.64,134.0,Clover
15.99,2.8,0.66,138.65,Clover
14.9,2.92,0.64,134.43,Clover
14.45,2.8,0.66,138.65,Clover
14.08,2.88,0.66,138.65,Clover
16.53,2.9,0.66,138.65,Clover
16.04,2.88,0.68,143.93,Clover
14.34,2.91,0.66,139.71,Clover
16.49,2.87,0.66,139.71,Clover
16.19,2.94,0.64,134.0,Clover
14.96,2.91,0.64,134.43,Clover
16.67,2.8,0.64,134.43,Clover
15.44,2.9,0.68,143.93,Clover
14.79,2.89,0.64,134.0,Clover
13.97,2.92,0.66,138.23,Clover
16.61,2.94,0.68,143.93,Clover
14.43,2.92,0.68,143.93,Clover
16.11,2.91,0.66,139.71,Clover
15.2,2.81,0.66,138.65,Clover
13.88,2.81,0.66,139.71,Clover
15.23,2.93,0.68,143.93,Clover
14.07,2.87,0.64,134.43,Clover
15.76,2.93,0.61,128.72,Clover
16.2,2.83,0.64,134.43,Clover
14.03,2.82,0.64,134.43,Clover
14.32,2.81,0.68,143.93,Clover
15.29,2.82,0.64,134.43,Clover
14.16,2.82,0.64,134.0,Clover
15.02,2.88,0.64,134.43,Clover
15.37,2.85,0.61,128.72,Clover
15.23,2.81,0.66,139.71,Clover
16.26,2.84,0.66,138.23,Clover
15.93,2.83,0.68,143.93,Clover
15.36,2.91,0.68,143.93,Clover
16.71,2.82,0.64,134.0,Clover
13.98,2.84,0.64,134.43,Clover
14.27,2.8,0.64,134.0,Clover
16.26,2.9,0.66,138.65,Clover
14.76,2.93,0.64,134.43,Clover
14.0,2.89,0.66,139.71,Clover
16.08,2.94,0.66,139.71,Clover
15.41,2.94,0.66,139.71,Clover
13.8,2.82,0.64,134.43,Clover
13.92,2.86,0.66,138.65,Clover
14.89,2.87,0.64,134.43,Clover
14.29,2.88,0.66,138.65,Clover
15.5,2.9,0.66,139.71,Clover
15.73,2.8,0.66,139.71,Clover
14.84,2.92,0.66,139.71,Clover
15.13,2.88,0.66,139.71,Clover
23.99,7.29,0.99,878.89,Sunflower
23.62,7.24,0.99,878.89,Sunflower
23.48,7.28,0.92,815.04,Sunflower
23.4,7.5,0.92,816.81,Sunflower
23.68,7.19,0.97,861.15,Sunflower
21.87,7.31,0.97,861.15,Sunflower
23.55,7.19,0.99,878.89,Sunflower
22.25,7.49,0.99,878.89,Sunflower
23.62,7.17,0.97,861.15,Sunflower
21.91,7.26,1.0,885.99,Sunflower
22.28,7.4,1.0,885.99,Sunflower
22.29,7.41,0.99,878.89,Sunflower
21.91,7.3,0.92,815.04,Sunflower
22.36,7.3,0.97,861.15,Sunflower
22.83,7.38,0.97,856.72,Sunflower
22.82,7.28,0.97,861.15,Sunflower
22.7,7.21,0.95,838.98,Sunflower
22.82,7.31,0.97,861.15,Sunflower
23.08,7.2,0.9,799.08,Sunflower
23.58,7.37,0.95,838.98,Sunflower
23.01,7.3,1.0,885.99,Sunflower
23.9,7.41,0.95,838.98,Sunflower
23.44,7.33,0.97,856.72,Sunflower
23.15,7.3,1.0,885.99,Sunflower
23.87,7.4,0.95,838.98,Sunflower
23.92,7.46,0.9,799.08,Sunflower
23.02,7.12,0.97,861.15,Sunflower
23.32,7.16,0.9,794.64,Sunflower
